Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
25134,CC(C)C(CCN(C)CCNC(=O)*)N*,1.46E+00,4.60E+02,1.70E+01,1.19E+00,5.64E-05,1.87E-08,1.19E-08,1.20E-08,1.87E-01
25135,CCN(CCOC(=O)*)CC(CC(F)F)N*,1.47E+00,4.83E+02,1.90E+01,1.35E+00,4.70E-05,3.15E-08,1.79E-08,1.60E-08,2.25E-01
25136,CCC(CCCNC(C)C(C)OC(=O)*)O*,1.44E+00,4.76E+02,1.60E+01,1.17E+00,2.91E-05,3.37E-08,2.99E-08,3.04E-08,-1.27E-01
25137,CCCC(CN(CC)CCO*)OC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.20E+00,5.34E-05,3.45E-08,1.54E-08,1.79E-08,-3.91E-02
25138,CCC(CO*)N(C)CC(OC(=O)*)C(C)C,1.35E+00,4.76E+02,1.90E+01,1.17E+00,2.77E-05,3.34E-08,1.64E-08,1.60E-08,-4.97E-01
25139,CCC(CNCC(C)CC(C)O*)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.17E+00,2.93E-05,3.75E-08,1.86E-08,3.01E-08,2.34E-01
25140,CCC(CCCNC(=O)CCN*)OC(=O)*,1.38E+00,4.75E+02,1.40E+01,1.27E+00,4.96E-05,2.25E-08,9.45E-09,1.40E-08,-2.36E-02
25141,CCC(CNCC(C)CCCOC(=O)*)O*,1.49E+00,4.76E+02,1.40E+01,1.18E+00,8.66E-05,6.72E-08,3.85E-08,5.76E-08,-4.98E-02
25142,CCCC(C)(O*)C(=O)NC(C)COC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,4.07E-05,1.64E-08,1.14E-08,9.49E-09,2.80E-01
25143,CC(C)C(CCN(C)C(C)COC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.18E+00,3.56E-05,2.99E-08,1.93E-08,2.14E-08,5.37E-02
25144,CCC(CCCNC(=O)CCO*)OC(=O)*,1.49E+00,4.76E+02,1.40E+01,1.30E+00,5.92E-05,2.05E-08,1.35E-08,1.29E-08,1.61E-01
25145,CCC(NCC(C)OC(=O)*)C(O*)C(C)C,1.35E+00,4.76E+02,1.90E+01,1.16E+00,2.24E-05,3.42E-08,1.39E-08,1.60E-08,-7.80E-01
25146,CCC(CNCC(CNC(=O)*)C(C)C)N*,1.37E+00,4.74E+02,1.70E+01,1.17E+00,5.06E-05,1.94E-08,1.55E-08,1.19E-08,2.57E-01
25147,CC(C#N)CN(C)C(=O)C(N*)C(C)OC(=O)*,1.43E+00,4.86E+02,3.10E+01,1.33E+00,6.04E-05,2.78E-08,1.82E-08,8.55E-09,1.91E-01
25148,CC(NC(=O)CCCN*)C(C)(C)OC(=O)*,1.45E+00,4.75E+02,1.60E+01,1.28E+00,2.98E-05,1.49E-08,5.61E-09,6.55E-09,-1.18E-02
25149,CCCC(CCOC(=O)*)NC(=O)CCO*,1.44E+00,4.76E+02,1.60E+01,1.30E+00,6.72E-05,2.70E-08,1.28E-08,1.59E-08,6.39E-02
25150,CCCC(CN(CC)C(C)COC(=O)*)O*,1.35E+00,4.76E+02,1.90E+01,1.17E+00,5.67E-05,5.90E-08,2.83E-08,3.40E-08,-1.33E-01
25151,CC(CN(C)CCC(N*)C(C)C)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.17E+00,4.79E-05,1.27E-08,1.27E-08,7.85E-09,2.04E-01
25152,CCC(C)CNC(COC(=O)*)C(C)O*,1.36E+00,4.62E+02,2.60E+01,1.19E+00,4.35E-05,4.37E-08,1.67E-08,1.90E-08,-4.18E-01
25153,CC(CCCOC(=O)*)CNCC(C)O*,1.46E+00,4.62E+02,1.40E+01,1.19E+00,6.57E-05,5.00E-08,2.62E-08,3.88E-08,-1.31E-01
25154,CCCCCCN(CCNC(=O)*)CCO*,1.35E+00,4.75E+02,1.90E+01,1.17E+00,7.55E-05,3.29E-08,2.04E-08,2.46E-08,2.18E-01
25155,CC(CCOC(=O)*)NCCC(C)(C)CO*,1.49E+00,4.76E+02,1.40E+01,1.19E+00,5.00E-05,2.95E-08,2.24E-08,2.38E-08,1.70E-01
25156,CC(CCOC(=O)*)NCC(C)(C)CCO*,1.49E+00,4.76E+02,1.40E+01,1.19E+00,4.34E-05,3.33E-08,2.90E-08,3.61E-08,-2.26E-01
25157,CC(C)CCC(CNCC(C)O*)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.15E+00,6.50E-05,5.88E-08,3.17E-08,3.38E-08,-5.39E-01
25158,CC(C)CCN(CCN*)CCOC(=O)*,1.45E+00,4.61E+02,1.90E+01,1.19E+00,6.11E-05,2.57E-08,2.08E-08,2.04E-08,3.89E-01
25159,CC(CNCC(CN*)C(C)C)CNC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.18E+00,6.30E-05,2.04E-08,1.71E-08,1.30E-08,4.30E-01
25160,CCN(CC(OC(=O)*)C(C)C)C(C)CO*,1.35E+00,4.76E+02,1.90E+01,1.17E+00,3.26E-05,3.21E-08,1.16E-08,1.20E-08,-4.48E-01
25161,CC(CNCC(C)(C)CC(C)OC(=O)*)O*,1.44E+00,4.76E+02,1.60E+01,1.17E+00,4.82E-05,3.63E-08,2.38E-08,2.81E-08,-7.91E-02
25162,CC(C)C(CNC(=O)*)CN(C)CCCN*,1.45E+00,4.74E+02,1.60E+01,1.18E+00,4.53E-05,1.52E-08,1.11E-08,7.48E-09,2.18E-01
25163,CC(CO*)CN(C)C(C)CCOC(=O)*,1.40E+00,4.62E+02,1.60E+01,1.19E+00,5.94E-05,3.80E-08,2.98E-08,3.83E-08,8.95E-02
25164,CCC(CC(C)O*)NC(C)CCOC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.18E+00,5.19E-05,4.97E-08,2.59E-08,3.86E-08,-3.34E-01
25165,CCCC(CCO*)NC(C)CCOC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.18E+00,7.42E-05,4.76E-08,3.71E-08,4.29E-08,7.03E-02
25166,C=CC=CCCN(CCNC(=O)*)CCO*,1.38E+00,4.71E+02,1.90E+01,1.21E+00,1.29E-04,5.13E-08,3.84E-08,3.09E-08,2.13E-01
25167,CC(N(C)CCCOC(=O)*)C(C)(C)O*,1.45E+00,4.62E+02,1.70E+01,1.21E+00,3.35E-05,3.25E-08,1.39E-08,2.06E-08,-3.49E-01
25168,CC(CCO*)N(C)CCCCOC(=O)*,1.46E+00,4.62E+02,1.40E+01,1.21E+00,1.13E-04,5.60E-08,3.67E-08,4.58E-08,1.36E-01
25169,CC(NCCC(C)(C)CO*)C(C)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.16E+00,3.16E-05,2.72E-08,2.32E-08,2.53E-08,-1.76E-01
25170,CC(COC(=O)C(OC(=O)*)C(C)(C)C)O*,1.34E+00,4.77E+02,1.90E+01,1.26E+00,3.59E-05,2.38E-08,1.60E-08,1.05E-08,8.44E-02
25171,CN(CCOC(=O)*)C(CO*)C(C)(C)C,1.44E+00,4.62E+02,1.90E+01,1.21E+00,2.91E-05,2.56E-08,1.54E-08,1.56E-08,-2.27E-01
25172,CN(CCCN*)C(COC(=O)*)C(C)(C)C,1.36E+00,4.75E+02,1.70E+01,1.16E+00,1.47E-05,1.48E-08,9.52E-09,1.33E-08,1.14E-01
25173,CNCC(CN(C)C(=O)CCNC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.30E+00,8.58E-05,2.92E-08,1.42E-08,1.33E-08,1.89E-01
25174,CCCC(CN(C)CC(C)(C)O*)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.18E+00,3.37E-05,3.06E-08,1.48E-08,1.87E-08,-1.72E-01
25175,CCCC(O*)C(=O)OCCCCOC(=O)*,1.43E+00,4.77E+02,1.60E+01,1.27E+00,8.87E-05,5.86E-08,2.91E-08,3.48E-08,-4.93E-02
25176,CC(C)C(CNCC(C)(C)N*)NC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.19E+00,4.01E-05,1.55E-08,1.02E-08,6.58E-09,1.81E-02
25177,CC(CCN(C)C(C)CCO*)OC(=O)*,1.40E+00,4.62E+02,1.60E+01,1.19E+00,3.91E-05,2.88E-08,1.39E-08,2.85E-08,-4.99E-02
25178,CC(C)NCC(CC(C)(C)O*)OC(=O)*,1.36E+00,4.62E+02,2.60E+01,1.18E+00,2.58E-05,2.59E-08,1.33E-08,1.42E-08,-2.75E-01
25179,CC(CC(C)(C)OC(=O)*)NC(=O)C(C)O*,1.36E+00,4.76E+02,1.70E+01,1.27E+00,3.48E-05,1.35E-08,8.99E-09,7.53E-09,2.29E-01
25180,CCC(CC(C)CO*)NCC(C)OC(=O)*,1.44E+00,4.76E+02,1.60E+01,1.18E+00,4.83E-05,3.94E-08,3.21E-08,3.00E-08,-7.36E-02
25181,CC(C)CC(C)CNC(CN*)CNC(=O)*,1.49E+00,4.74E+02,2.60E+01,1.17E+00,7.50E-05,3.36E-08,2.25E-08,1.53E-08,1.39E-01
25182,CCC(CC#N)NC(=O)C(CNC(=O)*)O*,1.27E+00,4.72E+02,3.10E+01,1.36E+00,3.72E-05,1.25E-08,5.77E-09,6.97E-09,1.51E-01
25183,CN(CC(C)(C)CNC(=O)*)CC(C)(C)N*,1.37E+00,4.74E+02,1.70E+01,1.18E+00,3.85E-05,1.68E-08,1.11E-08,7.69E-09,3.31E-01
25184,CC(CNCCCCOC(=O)*)(O*)C(F)F,1.39E+00,4.84E+02,1.60E+01,1.34E+00,6.45E-05,3.62E-08,2.14E-08,2.82E-08,-9.95E-02
25185,CC(CN(C)CCC(OC(=O)*)C(C)C)O*,1.36E+00,4.76E+02,1.70E+01,1.16E+00,5.32E-05,3.71E-08,1.55E-08,2.96E-08,-4.28E-01
25186,CCCC(C)(CNC(C)CCOC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.17E+00,3.27E-05,3.29E-08,1.29E-08,2.19E-08,-5.50E-01
25187,CCC=CCCNC(CO*)COC(=O)*,1.37E+00,4.60E+02,2.60E+01,1.21E+00,8.89E-05,6.79E-08,3.64E-08,3.91E-08,-4.34E-01
25188,CCCCNC(=O)C(OC(=O)*)C(C)(C)O*,1.49E+00,4.76E+02,3.10E+01,1.28E+00,3.21E-05,1.83E-08,9.26E-09,7.09E-09,2.50E-02
25189,CCCC(CCO*)NC(=O)C(C)NC(=O)*,1.36E+00,4.75E+02,1.70E+01,1.26E+00,3.44E-05,1.48E-08,8.66E-09,7.84E-09,-2.78E-03
25190,CC(CC#N)N(C)C(=O)C(CNC(=O)*)O*,1.27E+00,4.72E+02,3.10E+01,1.35E+00,6.32E-05,1.93E-08,1.15E-08,8.90E-09,2.38E-01
25191,CCN(CCCOC(=O)*)CC(C)(C)N*,1.46E+00,4.61E+02,1.70E+01,1.20E+00,6.68E-05,2.31E-08,2.52E-08,2.13E-08,1.86E-01
25192,CCC(C)C(C)NCC(OC(=O)*)C(C)O*,1.49E+00,4.76E+02,3.10E+01,1.18E+00,2.00E-05,3.66E-08,2.41E-08,1.30E-08,-7.20E-01
25193,CCC(CC)(OC(=O)*)C(C)(C)NCCO*,1.35E+00,4.76E+02,1.90E+01,1.21E+00,1.81E-05,2.17E-08,1.36E-08,1.45E-08,-4.34E-01
25194,O=C(*)OCC(=O)OCCCCCCO*,1.45E+00,4.63E+02,1.30E+01,1.32E+00,7.55E-05,3.57E-08,2.15E-08,4.16E-08,1.68E-01
25195,CC(C)(CNC(CCN*)C(F)F)NC(=O)*,1.47E+00,4.82E+02,1.70E+01,1.36E+00,1.04E-04,2.35E-08,3.07E-08,1.64E-08,2.82E-01
25196,CCCC(O*)C(=O)OCC(C)OC(=O)*,1.43E+00,4.63E+02,1.90E+01,1.29E+00,2.46E-05,1.91E-08,1.28E-08,1.48E-08,3.79E-03
25197,CC(C)CN(CC(C)OC(=O)*)C(C)CO*,1.35E+00,4.76E+02,1.90E+01,1.18E+00,3.44E-05,4.28E-08,1.83E-08,1.54E-08,-9.22E-01
25198,CC(CNCC(C)OC(=O)*)CC(C)O*,1.40E+00,4.62E+02,1.60E+01,1.18E+00,3.16E-05,2.98E-08,1.48E-08,2.55E-08,-9.99E-02
25199,CCC(C)(OC(=O)*)C(=O)OCC(C)CO*,1.50E+00,4.77E+02,1.70E+01,1.28E+00,3.47E-05,2.21E-08,1.36E-08,1.47E-08,-1.42E-01
25200,CCCC(CCNCC(CC)OC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.16E+00,3.24E-05,3.26E-08,2.11E-08,2.90E-08,-5.01E-01
25201,CCC(C)N(CCOC(=O)*)CCC(C)O*,1.36E+00,4.76E+02,1.70E+01,1.17E+00,4.44E-05,4.87E-08,3.20E-08,3.64E-08,-1.03E-01
25202,CC(C)CCCN(CCN*)CCOC(=O)*,1.35E+00,4.75E+02,1.90E+01,1.16E+00,5.12E-05,3.45E-08,1.52E-08,2.59E-08,-8.20E-02
25203,CC(CCCN*)NCC(C)(C)NC(=O)*,1.41E+00,4.60E+02,1.60E+01,1.19E+00,6.23E-05,1.78E-08,1.70E-08,1.14E-08,4.40E-01
25204,CCC(NC(C)CCO*)C(C)(C)OC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.18E+00,3.79E-05,3.99E-08,1.98E-08,1.95E-08,-4.68E-01
25205,CC(C)=CCCN(CCO*)CCOC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.20E+00,9.19E-05,5.27E-08,3.73E-08,5.05E-08,2.32E-02
25206,CN(CCCNC(=O)*)CC(CC(F)F)N*,1.47E+00,4.82E+02,1.70E+01,1.36E+00,7.71E-05,2.54E-08,1.25E-08,1.18E-08,2.32E-02
25207,CC(CN(C)C(C)CCOC(=O)*)O*,1.41E+00,4.48E+02,1.70E+01,1.21E+00,5.90E-05,3.34E-08,1.85E-08,2.82E-08,-1.37E-01
25208,CC(CCO*)N(C)CCCOC(=O)*,1.38E+00,4.48E+02,1.60E+01,1.22E+00,8.89E-05,3.65E-08,2.50E-08,3.73E-08,3.10E-01
25209,CC(C)(C)CN(CCCNC(=O)*)CCO*,1.36E+00,4.75E+02,1.70E+01,1.17E+00,3.18E-05,1.48E-08,1.62E-08,1.99E-08,-3.67E-02
25210,CCC(CCCNCC(C)OC(=O)*)O*,1.40E+00,4.62E+02,1.60E+01,1.18E+00,3.86E-05,3.13E-08,1.93E-08,2.42E-08,7.10E-02
25211,CCC(C)NC(=O)C(O*)C(C)(C)OC(=O)*,1.49E+00,4.76E+02,3.10E+01,1.28E+00,5.16E-05,3.16E-08,1.42E-08,9.62E-09,-2.94E-01
25212,CC(CCO*)CNC(C)CCOC(=O)*,1.46E+00,4.62E+02,1.40E+01,1.20E+00,1.21E-04,8.17E-08,4.05E-08,4.73E-08,4.91E-02
25213,CCCN(CC(C)OC(=O)*)CC(C)(C)O*,1.35E+00,4.76E+02,1.90E+01,1.17E+00,3.92E-05,4.34E-08,1.55E-08,1.75E-08,-5.32E-01
25214,CCC(C)(CN(C)CC(C)(C)N*)OC(=O)*,1.35E+00,4.75E+02,1.90E+01,1.17E+00,5.59E-05,2.99E-08,2.11E-08,1.53E-08,-9.24E-02
25215,CN(CCCNC(=O)*)CC(C)(C)CN*,1.41E+00,4.60E+02,1.60E+01,1.19E+00,3.25E-05,1.51E-08,1.23E-08,9.66E-09,2.94E-01
25216,CC(C)C(CCN(C)CCCN*)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.18E+00,6.45E-05,1.76E-08,1.31E-08,9.08E-09,3.70E-01
25217,CCCC(CCNC(=O)C(C)O*)OC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.27E+00,3.33E-05,1.64E-08,1.09E-08,1.13E-08,5.36E-01
25218,CC(CCCCN*)NCC=CCOC(=O)*,1.49E+00,4.73E+02,1.20E+01,1.20E+00,1.00E-04,5.12E-08,4.00E-08,4.49E-08,2.60E-01
25219,CCN(CCN*)CC(CC(F)F)NC(=O)*,1.48E+00,4.82E+02,1.90E+01,1.36E+00,6.70E-05,2.29E-08,1.16E-08,1.09E-08,9.16E-02
25220,CCN(C(=O)CC(CNC(=O)*)O*)C(C)C#N,1.43E+00,4.86E+02,3.10E+01,1.34E+00,3.88E-05,1.62E-08,1.43E-08,7.92E-09,3.85E-01
25221,CCC(CNCCCC(CC)OC(=O)*)O*,1.44E+00,4.76E+02,1.60E+01,1.17E+00,5.12E-05,5.92E-08,2.65E-08,3.88E-08,3.33E-03
25222,CC(C)C(CNC(C)C(C)OC(=O)*)CO*,1.36E+00,4.76E+02,1.70E+01,1.17E+00,1.90E-05,1.64E-08,1.21E-08,1.43E-08,3.51E-01
25223,CCCC(OC(=O)*)C(=O)OCCCO*,1.44E+00,4.63E+02,1.70E+01,1.30E+00,1.24E-04,7.69E-08,2.84E-08,3.70E-08,-6.19E-02
25224,CCC(CC)(CNC(=O)CCOC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.30E+00,2.47E-05,1.22E-08,1.02E-08,8.63E-09,2.63E-01
25225,CCCC(CCOC(=O)*)NCC(C)(C)O*,1.36E+00,4.76E+02,1.70E+01,1.17E+00,4.21E-05,3.63E-08,2.05E-08,1.66E-08,8.35E-02
25226,CC(CNC(=O)*)N(C)CCCCCCN*,1.49E+00,4.74E+02,1.30E+01,1.18E+00,1.06E-04,3.04E-08,2.97E-08,2.42E-08,4.06E-01
25227,CC(CNC(C)CCOC(=O)*)CC(C)O*,1.49E+00,4.76E+02,1.40E+01,1.19E+00,5.84E-05,3.93E-08,2.28E-08,3.45E-08,-3.83E-01
25228,CCC(CNC(=O)C(C)(CC)OC(=O)*)O*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,5.63E-05,2.28E-08,1.72E-08,8.33E-09,2.82E-02
25229,CCN(CCO*)CCC(OC(=O)*)C(C)C,1.36E+00,4.76E+02,1.70E+01,1.17E+00,6.86E-05,4.67E-08,2.22E-08,3.58E-08,-1.27E-01
25230,CC(CN(C)CC(CN*)C(C)C)NC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.17E+00,4.69E-05,1.85E-08,8.57E-09,8.00E-09,7.11E-02
25231,CC(CNC(CNC(=O)*)C(C)(C)C)N*,1.46E+00,4.60E+02,1.90E+01,1.19E+00,6.72E-05,2.70E-08,2.58E-08,9.87E-09,4.72E-01
25232,CCCC(CN(C)CCC(C)O*)OC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.16E+00,4.81E-05,4.96E-08,3.20E-08,3.95E-08,1.43E-01
25233,CC(CCN*)NCC(C)(C)NC(=O)*,1.43E+00,4.46E+02,1.70E+01,1.21E+00,9.78E-05,2.33E-08,2.33E-08,1.44E-08,4.48E-01
25234,CC(CN(C)CCCCCCNC(=O)*)N*,1.49E+00,4.74E+02,1.30E+01,1.18E+00,1.06E-04,4.21E-08,2.31E-08,1.96E-08,2.28E-01
25235,CCC(CNC(C)CC(C)(C)OC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.17E+00,3.53E-05,3.24E-08,1.22E-08,1.73E-08,-1.46E-01
25236,CN(CCCOC(=O)*)C(CO*)C(C)(C)C,1.36E+00,4.76E+02,1.70E+01,1.18E+00,3.19E-05,3.88E-08,2.48E-08,2.33E-08,-4.85E-01
25237,CC(CCOC(=O)*)N(C)CCC(C)(C)O*,1.44E+00,4.76E+02,1.60E+01,1.19E+00,5.76E-05,4.87E-08,4.29E-08,3.43E-08,-3.18E-02
25238,CC(CCN(C)CC(C)(C)NC(=O)*)O*,1.46E+00,4.61E+02,1.70E+01,1.18E+00,3.23E-05,1.92E-08,1.60E-08,2.07E-08,-2.08E-01
25239,CCCC(CN(C)CCCOC(=O)*)O*,1.45E+00,4.62E+02,1.70E+01,1.19E+00,9.18E-05,6.79E-08,2.67E-08,3.43E-08,-3.22E-01
25240,O=C(CCO*)NCCCCCCOC(=O)*,1.47E+00,4.76E+02,1.20E+01,1.30E+00,7.89E-05,3.05E-08,1.37E-08,1.72E-08,-4.71E-02
25241,CCC(CCNC(C)CCOC(=O)*)O*,1.40E+00,4.62E+02,1.60E+01,1.19E+00,1.16E-04,6.67E-08,3.19E-08,4.48E-08,1.60E-01
25242,CCC(NC(C)CCOC(=O)*)C(C)O*,1.45E+00,4.62E+02,1.70E+01,1.20E+00,7.89E-05,4.84E-08,2.50E-08,3.33E-08,-5.14E-01
25243,CC(NC(COC(=O)*)C(C)(C)C)C(C)O*,1.35E+00,4.76E+02,1.90E+01,1.17E+00,1.14E-05,1.75E-08,1.01E-08,1.68E-08,-6.74E-01
25244,CCC(CC)(CNCC(C)(C)N*)NC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.17E+00,5.08E-05,1.89E-08,1.30E-08,8.10E-09,3.30E-01
25245,CC(C)CC(CO*)NC(C)CCOC(=O)*,1.36E+00,4.76E+02,1.70E+01,1.17E+00,4.30E-05,3.28E-08,2.23E-08,3.05E-08,-2.46E-02
25246,CC(CNC(CO*)CC(C)(C)C)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.16E+00,6.01E-05,4.93E-08,1.98E-08,2.11E-08,-4.01E-01
25247,CC(C)(CNCCC(C)(C)NC(=O)*)N*,1.46E+00,4.60E+02,1.70E+01,1.21E+00,5.72E-05,1.96E-08,1.44E-08,1.07E-08,3.14E-01
25248,CCCC(CN(CCC)CCOC(=O)*)O*,1.35E+00,4.76E+02,1.90E+01,1.17E+00,3.25E-05,4.46E-08,2.08E-08,2.74E-08,-8.38E-01
25249,CC(C)CC(CNC(C)CCOC(=O)*)O*,1.36E+00,4.76E+02,1.70E+01,1.15E+00,4.88E-05,4.77E-08,3.06E-08,3.69E-08,-3.21E-01
25250,CC=CCC(COC(=O)*)NCC(CC)O*,1.36E+00,4.74E+02,1.90E+01,1.19E+00,4.18E-05,4.41E-08,2.73E-08,3.09E-08,1.17E-01
25251,CCC(CC)CNC(CN*)CNC(=O)*,1.37E+00,4.60E+02,2.60E+01,1.19E+00,3.25E-05,1.54E-08,9.90E-09,7.49E-09,2.86E-02
25252,CC(C)(C)CCN(CCNC(=O)*)CCO*,1.35E+00,4.75E+02,1.90E+01,1.16E+00,3.87E-05,2.49E-08,1.66E-08,1.89E-08,-1.75E-01
25253,CCC(CC)CN(CCNC(=O)*)CCO*,1.35E+00,4.75E+02,1.90E+01,1.16E+00,6.87E-05,3.52E-08,2.63E-08,2.75E-08,1.31E-01
25254,CC(CCOC(=O)*)NC(CCO*)C(C)C,1.44E+00,4.76E+02,1.60E+01,1.18E+00,6.26E-05,5.60E-08,2.73E-08,3.53E-08,-1.07E-01
25255,CC(CCCCN*)NCC(C)(C)NC(=O)*,1.38E+00,4.74E+02,1.40E+01,1.17E+00,7.20E-05,2.20E-08,1.64E-08,1.86E-08,4.09E-01
25256,CC(C)=CCCN(CCNC(=O)*)CCO*,1.37E+00,4.73E+02,1.90E+01,1.19E+00,7.70E-05,3.83E-08,2.40E-08,3.10E-08,2.66E-02
25257,CCC(CCCNC(C)CCOC(=O)*)O*,1.49E+00,4.76E+02,1.40E+01,1.18E+00,4.49E-05,4.23E-08,2.60E-08,4.33E-08,-8.77E-02
26438,O=C(*)OC(CF)CO*,1.48E+00,3.81E+02,3.10E+01,1.54E+00,6.76E-05,3.05E-08,1.25E-08,1.36E-08,-8.19E-02
26439,O=C(*)OC(CN*)C(F)(F)F,1.48E+00,4.16E+02,3.10E+01,1.65E+00,6.22E-05,2.88E-08,1.85E-08,1.18E-08,-7.97E-02
26440,CC(C)(OC(=O)*)C(O*)C(=O)O,1.43E+00,4.21E+02,3.10E+01,1.48E+00,2.66E-05,1.44E-08,8.00E-09,6.66E-09,-3.50E-01
26441,C#CC(CC)NCC(CC(C)(C)O*)OC(=O)*,1.42E+00,4.86E+02,2.60E+01,1.20E+00,2.17E-05,3.95E-08,1.02E-08,1.53E-08,-7.56E-01
26442,CCC(O*)C(NC(=O)*)C(=O)O,1.44E+00,4.20E+02,3.10E+01,1.43E+00,5.49E-05,2.18E-08,1.46E-08,9.30E-09,1.80E-01
26443,C=CCCCNC(=O)C(CCCN*)NC(=O)*,1.43E+00,4.86E+02,2.20E+01,1.28E+00,8.89E-05,2.55E-08,2.10E-08,1.08E-08,1.58E-01
26444,O=C(*)OCC(O*)C(F)(F)F,1.47E+00,4.17E+02,3.10E+01,1.70E+00,2.27E-05,1.78E-08,1.54E-08,1.43E-08,-4.21E-01
26445,CC(CO*)COC(=O)*,1.49E+00,3.77E+02,2.60E+01,1.33E+00,4.85E-05,2.50E-08,1.38E-08,2.57E-08,9.46E-02
26446,C=CC(C)(CNCC(CC)N*)OC(=O)*,1.46E+00,4.59E+02,1.90E+01,1.21E+00,4.64E-05,2.12E-08,1.05E-08,1.29E-08,2.42E-01
26447,CCOC(=O)CC(CO*)OC(=O)*,1.32E+00,4.35E+02,3.10E+01,1.38E+00,4.87E-05,2.80E-08,1.71E-08,1.68E-08,-9.09E-02
26448,CCC(CO*)(NC(=O)*)NC(C)CCCC#N,1.43E+00,4.86E+02,3.10E+01,1.26E+00,4.47E-05,1.68E-08,1.51E-08,1.28E-08,3.98E-01
26449,C=CC(C)NCC(CC(C)(C)O*)OC(=O)*,1.49E+00,4.74E+02,2.60E+01,1.20E+00,5.81E-05,4.46E-08,3.04E-08,1.62E-08,-5.18E-01
26450,O=C(*)NC(CSCCO*)C(=O)O,1.37E+00,4.52E+02,1.90E+01,1.53E+00,5.51E-05,1.55E-08,1.76E-08,1.08E-08,3.41E-01
26451,C=CC(CNCC(O*)C(F)(F)F)OC(=O)*,1.45E+00,4.86E+02,1.90E+01,1.46E+00,6.05E-05,3.35E-08,1.86E-08,1.96E-08,-2.73E-01
26452,COCC(C)(CO*)COC(=O)*,1.49E+00,4.21E+02,2.60E+01,1.29E+00,5.48E-05,2.92E-08,1.64E-08,2.35E-08,-1.38E-01
26453,CC(CCCN*)(NC(=O)*)C(=O)O,1.46E+00,4.33E+02,2.20E+01,1.41E+00,2.92E-05,5.69E-09,6.29E-09,7.03E-09,3.03E-01
26454,CC(CCOC(=O)*)SCC(CC#N)O*,1.36E+00,4.76E+02,1.70E+01,1.35E+00,6.18E-05,2.67E-08,1.60E-08,1.85E-08,1.49E-01
26455,C=CCCC(CN(C)CCNC(=O)*)O*,1.46E+00,4.59E+02,1.90E+01,1.20E+00,1.13E-04,5.08E-08,2.67E-08,2.38E-08,-4.33E-02
26456,CC(COCC#CC(C)(C)OC(=O)*)O*,1.42E+00,4.59E+02,1.60E+01,1.24E+00,7.12E-05,3.08E-08,1.95E-08,2.55E-08,2.23E-01
26457,C=CCN(CCC#N)CC(OC(=O)*)C(C)O*,1.43E+00,4.85E+02,3.10E+01,1.29E+00,1.31E-04,5.34E-08,3.96E-08,1.87E-08,9.89E-02
26458,C=C(C)CC(COC(=O)*)NC(C)C(C)O*,1.36E+00,4.74E+02,1.90E+01,1.20E+00,5.12E-05,3.48E-08,2.74E-08,2.10E-08,-6.28E-01
26459,CCOC(OCC)C(CO*)OC(=O)*,1.41E+00,4.51E+02,3.10E+01,1.29E+00,9.81E-05,5.14E-08,1.96E-08,1.87E-08,-2.37E-01
26460,C=CC(COC(=O)*)NCC(CCCC)O*,1.36E+00,4.74E+02,1.90E+01,1.18E+00,9.88E-05,6.64E-08,4.12E-08,3.44E-08,-3.05E-02
26461,O=C(*)NCCCC(N*)(C(=O)O)C(F)F,1.36E+00,4.69E+02,2.20E+01,1.59E+00,5.54E-05,1.19E-08,1.39E-08,9.36E-09,3.04E-01
26462,C=CCCC(CNCC(C)OC(=O)*)O*,1.46E+00,4.60E+02,1.90E+01,1.21E+00,5.34E-05,4.95E-08,2.74E-08,3.38E-08,-2.45E-01
