Trajectory ID,SMILES,Molality,Monomer Molecular Weight,Degree of Polymerization,Density,CONDUCTIVITY,TFSI Diffusivity,Li Diffusivity,Poly Diffusivity,Transference Number
29404,CCC(NC(=O)*)C(=O)N(C)CC(C)(C)N*,1.36E+00,4.74E+02,1.90E+01,1.28E+00,5.94E-05,2.05E-08,1.83E-08,7.64E-09,2.37E-01
29405,CCC(C)(O*)C(=O)NCC=CCOC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.32E+00,4.87E-05,1.36E-08,1.11E-08,1.05E-08,3.18E-01
29406,CC(CN(C)C(=O)C(C)(C)NC(=O)*)N*,1.46E+00,4.60E+02,1.90E+01,1.30E+00,5.07E-05,1.66E-08,4.87E-09,6.03E-09,-1.53E-01
29408,CNCC(C)(CN(C)CC(C)N*)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.20E+00,3.98E-05,1.92E-08,7.97E-09,9.27E-09,3.02E-02
29409,CC(CCNC(=O)NCC(C)OC(=O)*)N*,1.49E+00,4.76E+02,1.40E+01,1.33E+00,5.55E-05,1.01E-08,1.46E-08,7.12E-09,5.48E-01
29410,CCCCNC(CN*)CNC(=O)*,1.39E+00,4.32E+02,2.60E+01,1.23E+00,7.67E-05,2.43E-08,1.12E-08,9.85E-09,6.39E-02
29411,CC(C)(C)CC(CNC(=O)CO*)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,4.19E-05,1.72E-08,1.06E-08,1.19E-08,3.67E-01
29412,CC(C)(OC(=O)*)C(=O)NC(CCF)CO*,1.49E+00,4.80E+02,1.90E+01,1.39E+00,4.68E-05,2.15E-08,9.41E-09,8.60E-09,1.02E-01
29413,CCN(CC(COC(=O)*)O*)C(C)C(=O)O,1.48E+00,4.78E+02,3.10E+01,1.37E+00,2.76E-05,2.34E-08,1.78E-08,1.43E-08,1.79E-01
29414,CC(C)(CC(=O)O)NCC(CO*)OC(=O)*,1.48E+00,4.78E+02,3.10E+01,1.37E+00,2.03E-05,1.59E-08,1.23E-08,1.39E-08,-3.42E-01
29415,CC(CN*)C(=O)NCC=CCOC(=O)*,1.49E+00,4.59E+02,1.40E+01,1.33E+00,7.94E-05,1.69E-08,1.70E-08,1.35E-08,5.13E-01
29416,CC(C)C(OC(=O)*)C(=O)NCC=CCO*,1.45E+00,4.74E+02,1.60E+01,1.30E+00,8.28E-05,2.42E-08,1.75E-08,1.39E-08,2.34E-01
29417,CCC(F)(F)C(=O)NC(CO*)COC(=O)*,1.43E+00,4.84E+02,2.60E+01,1.47E+00,4.49E-05,2.17E-08,1.65E-08,1.45E-08,1.90E-01
29418,CC(CN(C)C(=O)NC(C)CNC(=O)*)N*,1.45E+00,4.75E+02,1.60E+01,1.32E+00,6.63E-05,1.52E-08,1.54E-08,1.12E-08,4.81E-01
29419,CC(CCN(C)C(=O)CO*)OC(=O)*,1.42E+00,4.48E+02,1.70E+01,1.35E+00,5.31E-05,1.65E-08,1.34E-08,1.34E-08,2.50E-01
29420,CC(CC(=O)NCC=CCOC(=O)*)N*,1.49E+00,4.59E+02,1.40E+01,1.34E+00,4.16E-05,1.27E-08,7.15E-09,9.59E-09,2.15E-01
29421,CCCC(OC(=O)*)C(=O)N(C)CC(C)O*,1.35E+00,4.76E+02,1.90E+01,1.27E+00,4.25E-05,2.27E-08,1.22E-08,1.39E-08,-1.69E-01
29423,CCC(CNC(=O)C(CC)NC(=O)*)N*,1.46E+00,4.60E+02,1.90E+01,1.31E+00,4.65E-05,1.29E-08,1.05E-08,6.63E-09,4.54E-01
29424,CC(C)(C)S(=O)(=O)CC(COC(=O)*)O*,1.45E+00,4.83E+02,3.10E+01,1.41E+00,5.99E-05,2.52E-08,2.54E-08,9.03E-09,2.35E-03
29425,CC(C)(COC(=O)*)C(=O)NOCCO*,1.39E+00,4.64E+02,1.60E+01,1.36E+00,8.49E-05,2.53E-08,1.90E-08,1.66E-08,2.10E-01
29426,CC(CN*)C(=O)NC(C)C(C)(C)OC(=O)*,1.36E+00,4.75E+02,1.70E+01,1.26E+00,3.71E-05,1.69E-08,8.45E-09,6.43E-09,1.09E-01
29427,CCC(CNC(=O)C(C)N*)NC(=O)*,1.41E+00,4.46E+02,1.90E+01,1.32E+00,5.07E-05,1.33E-08,1.28E-08,8.81E-09,3.17E-01
29428,COCC(C)(COC(=O)*)NCC(C)O*,1.43E+00,4.64E+02,1.90E+01,1.25E+00,5.41E-05,2.96E-08,1.45E-08,2.00E-08,6.64E-02
29429,CC(CN*)NC(=O)N(C)CCCNC(=O)*,1.38E+00,4.75E+02,1.40E+01,1.31E+00,4.03E-05,1.39E-08,6.85E-09,8.82E-09,1.14E-01
29430,CCCN(C)C(=O)CC(CN*)OC(=O)*,1.34E+00,4.61E+02,3.10E+01,1.29E+00,5.70E-05,3.19E-08,1.38E-08,1.20E-08,-9.31E-02
29432,CCCC(O*)C(=O)NCC=CCOC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.31E+00,7.54E-05,2.44E-08,1.60E-08,1.60E-08,6.40E-02
29433,CCC(CNC(=O)C(C)CNC(=O)*)N*,1.46E+00,4.60E+02,1.70E+01,1.30E+00,3.89E-05,1.53E-08,1.17E-08,6.76E-09,3.48E-01
29434,COCCCCCNC(CO*)COC(=O)*,1.47E+00,4.78E+02,2.60E+01,1.25E+00,5.04E-05,3.67E-08,2.75E-08,3.09E-08,-4.35E-02
29435,CCC(NC(=O)*)C(=O)N(C)CCN*,1.41E+00,4.46E+02,1.90E+01,1.32E+00,5.69E-05,1.70E-08,9.62E-09,8.92E-09,1.37E-01
29436,O=C(CC(CN*)OC(=O)*)NCC(F)F,1.29E+00,4.69E+02,3.10E+01,1.54E+00,5.62E-05,1.65E-08,7.15E-09,6.14E-09,1.06E-02
29437,CC(C)CCC(N*)C(=O)NCCNC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.26E+00,6.10E-05,1.71E-08,1.76E-08,7.47E-09,2.71E-01
29439,CC(NC(=O)*)C(=O)NCC(CO*)C(C)C,1.36E+00,4.75E+02,1.70E+01,1.27E+00,4.53E-05,2.16E-08,1.46E-08,7.32E-09,-8.15E-02
29440,CC(NCC=CCOC(=O)*)C(C)O*,1.39E+00,4.46E+02,1.60E+01,1.24E+00,9.52E-05,4.50E-08,2.71E-08,3.59E-08,1.18E-01
29441,CN(CC(C)(C)N*)C(=O)CCCNC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.29E+00,3.55E-05,1.11E-08,1.12E-08,9.99E-09,3.55E-01
29442,CC(CN*)CNC(=O)C(C)CNC(=O)*,1.41E+00,4.60E+02,1.60E+01,1.30E+00,4.32E-05,1.58E-08,8.86E-09,7.21E-09,5.06E-02
29443,CC(CNC(=O)C(C)N*)CC(C)OC(=O)*,1.45E+00,4.75E+02,1.60E+01,1.28E+00,3.46E-05,1.27E-08,9.04E-09,5.18E-09,2.18E-01
29444,CN(CCCN*)C(=O)CCCCNC(=O)*,1.49E+00,4.74E+02,1.30E+01,1.29E+00,6.02E-05,1.90E-08,8.04E-09,1.19E-08,-1.44E-02
29445,CCN(CCN*)CC(C)(CNC)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.21E+00,5.78E-05,1.84E-08,1.68E-08,1.59E-08,3.72E-01
29448,CC(CNCC=CCO*)OC(=O)*,1.39E+00,4.32E+02,1.60E+01,1.26E+00,1.06E-04,4.08E-08,2.40E-08,3.76E-08,2.95E-01
29449,CC(C)C(NC(=O)*)C(=O)N(C)CCN*,1.46E+00,4.60E+02,1.90E+01,1.30E+00,3.87E-05,1.74E-08,7.53E-09,7.15E-09,1.12E-01
29451,CC(CN(C)C(=O)CCCNC(=O)*)N*,1.41E+00,4.60E+02,1.60E+01,1.30E+00,5.32E-05,1.81E-08,1.08E-08,1.11E-08,2.54E-01
29452,CCC(C)(O*)C(=O)N(C)CC(C)OC(=O)*,1.35E+00,4.76E+02,1.90E+01,1.28E+00,2.30E-05,1.45E-08,8.20E-09,9.35E-09,-3.92E-01
29454,CC(CNC(=O)*)C(=O)N(C)CC(C)(C)N*,1.37E+00,4.74E+02,1.70E+01,1.28E+00,3.42E-05,9.03E-09,7.83E-09,3.80E-09,3.76E-01
29455,CC(CC(C)NC(=O)CCNC(=O)*)N*,1.41E+00,4.60E+02,1.60E+01,1.31E+00,6.24E-05,1.58E-08,1.16E-08,7.68E-09,2.04E-01
29456,CC(CCNC(=O)NC(C)CN*)NC(=O)*,1.38E+00,4.75E+02,1.40E+01,1.33E+00,4.91E-05,1.40E-08,9.36E-09,8.76E-09,2.69E-01
29457,CC(C)NC(=S)NCC(CO*)OC(=O)*,1.47E+00,4.79E+02,3.10E+01,1.38E+00,2.43E-05,1.87E-08,9.28E-09,1.11E-08,-1.85E-01
29458,O=C(*)NCCC(NC(=O)CN*)C(F)(F)F,1.44E+00,4.86E+02,1.70E+01,1.59E+00,4.89E-05,1.10E-08,1.09E-08,6.66E-09,4.48E-01
29459,COC(=O)C(CCOC(=O)*)OCCCO*,1.42E+00,4.79E+02,1.60E+01,1.35E+00,8.66E-05,4.03E-08,2.56E-08,2.98E-08,1.13E-01
29460,O=C(CC(CN*)OC(=O)*)NCC=CCl,1.47E+00,4.79E+02,3.10E+01,1.49E+00,5.44E-05,1.68E-08,1.58E-08,7.99E-09,-5.28E-02
29461,CCCCN(CC)C(=O)C(COC(=O)*)N*,1.50E+00,4.75E+02,3.10E+01,1.27E+00,1.71E-05,2.03E-08,6.67E-09,7.84E-09,-3.80E-01
29462,COC(=O)C(CCO*)OCCCNC(=O)*,1.43E+00,4.78E+02,1.60E+01,1.32E+00,7.50E-05,3.60E-08,2.42E-08,3.35E-08,8.70E-02
29463,CC(CNC(=O)NCC=CCO*)NC(=O)*,1.49E+00,4.74E+02,1.30E+01,1.36E+00,3.86E-05,1.06E-08,6.48E-09,7.28E-09,2.70E-01
29464,CC(CNC(=O)CC(C)(C)CN*)NC(=O)*,1.45E+00,4.74E+02,1.60E+01,1.29E+00,3.86E-05,1.44E-08,6.23E-09,7.19E-09,1.04E-01
29465,NC(=O)CC(COC(=O)*)O*,1.38E+00,4.06E+02,3.10E+01,1.53E+00,5.30E-05,1.43E-08,7.50E-09,8.36E-09,2.35E-01
29466,CCCC(O*)C(=O)N(C)C(C)CNC(=O)*,1.35E+00,4.75E+02,1.90E+01,1.25E+00,1.95E-05,1.21E-08,8.98E-09,6.60E-09,3.63E-01
29467,CC(NC(=O)*)C(=O)N(C)CCO*,1.38E+00,4.33E+02,1.90E+01,1.36E+00,2.77E-05,9.57E-09,6.29E-09,6.10E-09,2.38E-01
29468,COC(=O)C(CO*)OC(=O)*,1.37E+00,4.07E+02,3.10E+01,1.50E+00,2.55E-05,1.15E-08,6.81E-09,7.40E-09,2.10E-01
29469,COCC(CNCCC(C)CO*)OC(=O)*,1.43E+00,4.78E+02,1.60E+01,1.23E+00,1.05E-04,5.90E-08,2.00E-08,3.31E-08,-6.05E-02
29470,CC(NC(=O)C(NC(=O)*)C(C)O*)C(F)F,1.45E+00,4.83E+02,3.10E+01,1.47E+00,4.84E-05,1.79E-08,9.43E-09,5.26E-09,1.17E-01
29471,CN(C)C(=S)SCC(COC(=O)*)O*,1.45E+00,4.82E+02,3.10E+01,1.46E+00,3.08E-05,3.63E-08,1.87E-08,2.25E-08,-2.64E-01
29472,O=C(*)NC(CN*)P(=O)(O)O,1.38E+00,4.27E+02,3.10E+01,1.77E+00,7.93E-05,8.10E-09,2.50E-08,7.93E-09,7.88E-01
29473,COCC(CO*)OC(=O)*,1.35E+00,3.93E+02,3.10E+01,1.37E+00,1.29E-04,4.82E-08,2.94E-08,3.20E-08,2.90E-01
29474,COCC(CNC(CCF)COC(=O)*)O*,1.48E+00,4.82E+02,1.90E+01,1.32E+00,8.37E-05,4.12E-08,2.11E-08,2.13E-08,-6.91E-03
29475,O=C(*)OC(COS)CO*,1.33E+00,4.11E+02,3.10E+01,1.55E+00,4.65E-05,2.15E-08,1.43E-08,1.88E-08,1.26E-01
29476,O=C(O)CCC(CN*)(OC(=O)*)C(F)F,1.28E+00,4.70E+02,3.10E+01,1.58E+00,4.65E-05,2.03E-08,9.99E-09,9.51E-09,-1.29E-01
29477,CC(C)(C)C(OC(=O)*)C(=O)NCCN*,1.45E+00,4.61E+02,1.90E+01,1.29E+00,2.33E-05,1.04E-08,6.88E-09,5.33E-09,6.51E-02
29478,O=C(*)NC(COCCN*)C(=O)O,1.50E+00,4.35E+02,1.90E+01,1.51E+00,6.87E-05,1.29E-08,8.17E-09,9.19E-09,1.92E-01
29479,COC(=O)C(CN*)OC(=O)*,1.38E+00,4.06E+02,3.10E+01,1.46E+00,4.37E-05,1.19E-08,9.89E-09,7.64E-09,1.87E-01
29480,CC(CC(=O)OCCCN*)OC(=O)*,1.38E+00,4.48E+02,1.60E+01,1.33E+00,8.01E-05,3.00E-08,2.44E-08,2.20E-08,1.75E-01
29481,O=C(*)NC(C=COCCN*)C(=O)O,1.42E+00,4.47E+02,1.70E+01,1.49E+00,5.99E-05,1.29E-08,1.26E-08,1.00E-08,2.52E-01
29482,CC(CONC(=O)C(C)C(C)NC(=O)*)N*,1.44E+00,4.76E+02,1.60E+01,1.33E+00,6.32E-05,1.44E-08,1.23E-08,8.38E-09,3.59E-01
29483,CC(NC(=O)C(CO*)NC(=O)*)C(=O)O,1.32E+00,4.63E+02,3.10E+01,1.51E+00,4.84E-05,9.07E-09,1.43E-08,5.08E-09,5.04E-01
29484,CC(OC(=O)*)C(CO*)S(C)(=O)=O,1.41E+00,4.55E+02,2.60E+01,1.51E+00,5.32E-05,2.10E-08,1.63E-08,1.12E-08,2.85E-01
29485,O=C(*)OCCCCCCCCCN*,1.46E+00,4.46E+02,1.30E+01,1.16E+00,7.98E-05,5.51E-08,4.17E-08,4.95E-08,8.18E-02
29486,CC(C)C(CCNC(=O)CO*)OC(=O)*,1.45E+00,4.62E+02,1.70E+01,1.32E+00,4.24E-05,1.83E-08,8.82E-09,1.09E-08,6.63E-03
29487,CC(NC(=O)C(CO*)NC(=O)*)C(F)F,1.29E+00,4.69E+02,3.10E+01,1.51E+00,4.07E-05,1.59E-08,1.34E-08,7.37E-09,4.37E-01
29488,COC(=O)C(C)(CO*)OC(=O)*,1.43E+00,4.21E+02,3.10E+01,1.42E+00,2.85E-05,1.53E-08,1.40E-08,9.51E-09,9.01E-02
29489,O=C(*)OC(C(=O)O)C(CN*)C(=O)O,1.44E+00,4.50E+02,2.60E+01,1.64E+00,2.70E-05,1.04E-08,3.80E-09,4.31E-09,-2.61E-01
29490,O=C(*)NCCCCC(N*)P(=O)(O)O,1.39E+00,4.69E+02,1.90E+01,1.54E+00,5.93E-05,1.35E-08,1.54E-08,1.50E-08,2.19E-01
29491,O=C(*)NCC(F)(F)CCC(N*)C(=O)O,1.39E+00,4.69E+02,1.90E+01,1.56E+00,4.53E-05,1.03E-08,8.35E-09,7.12E-09,1.32E-01
29492,C=C(CC)CN(CCO*)CCOC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.24E+00,5.55E-05,3.09E-08,2.44E-08,3.68E-08,-1.53E-01
29493,O=C(*)NCC(F)CCC(N*)C(=O)O,1.37E+00,4.51E+02,1.90E+01,1.49E+00,6.86E-05,1.58E-08,1.26E-08,1.28E-08,1.91E-01
29494,O=C(*)NCCOP(=O)(O)OCCN*,1.47E+00,4.71E+02,1.60E+01,1.58E+00,5.25E-05,1.27E-08,1.13E-08,1.19E-08,3.64E-01
29495,N#CN(CCO*)CCOC(=O)*,1.39E+00,4.17E+02,1.90E+01,1.40E+00,1.06E-04,3.19E-08,1.58E-08,2.80E-08,1.44E-01
29496,O=C(O)CC(O*)C(OC(=O)*)C(=O)O,1.41E+00,4.51E+02,3.10E+01,1.68E+00,3.03E-05,1.75E-08,9.62E-09,1.02E-08,-7.94E-01
29497,CCN(C)C(=O)C(NC(=O)*)C(C)(C)O*,1.34E+00,4.61E+02,3.10E+01,1.28E+00,3.07E-05,1.25E-08,8.94E-09,5.63E-09,-3.09E-01
29498,CSCC(CO*)NC(=O)*,1.36E+00,4.08E+02,3.10E+01,1.41E+00,4.38E-05,2.29E-08,1.02E-08,7.66E-09,-1.01E-01
29499,CC(OC(=O)*)C(O*)P(=O)(O)O,1.47E+00,4.43E+02,3.10E+01,1.68E+00,6.88E-05,1.95E-08,2.00E-08,1.11E-08,6.79E-02
29500,CC(N*)S(=O)(=O)C(C)NC(=O)*,1.34E+00,4.39E+02,2.60E+01,1.52E+00,3.88E-05,9.29E-09,8.21E-09,5.32E-09,2.08E-02
29501,C#CCCCN(CCCOC(=O)*)CCO*,1.38E+00,4.72E+02,1.70E+01,1.23E+00,8.86E-05,5.93E-08,3.25E-08,4.53E-08,1.71E-01
29502,CCCN(C)C(=O)C(CCCN*)NC(=O)*,1.32E+00,4.74E+02,2.20E+01,1.27E+00,4.44E-05,1.76E-08,1.15E-08,8.76E-09,-1.49E-02
29503,O=C(*)NCC(O*)P(=O)(O)O,1.37E+00,4.28E+02,3.10E+01,1.76E+00,4.66E-05,1.33E-08,1.13E-08,8.71E-09,6.76E-02
29504,O=CN(CCO*)CCOC(=O)*,1.49E+00,4.20E+02,1.90E+01,1.43E+00,8.94E-05,2.55E-08,9.73E-09,1.32E-08,1.50E-01
29505,CCC(CO*)(COC(=O)*)N(C)C,1.38E+00,4.34E+02,2.60E+01,1.24E+00,3.49E-05,2.09E-08,2.21E-08,1.11E-08,2.57E-01
29506,COC(=O)C(CCN*)NC(=O)*,1.34E+00,4.19E+02,2.60E+01,1.43E+00,4.64E-05,1.27E-08,7.95E-09,7.01E-09,1.94E-01
29507,CC(NCC(N*)C(=O)O)OC(=O)*,1.44E+00,4.35E+02,2.20E+01,1.47E+00,3.11E-05,1.26E-08,7.15E-09,5.07E-09,1.34E-01
29508,CCN(CC)C(C)(CNC(=O)*)O*,1.33E+00,4.33E+02,3.10E+01,1.24E+00,6.50E-05,3.68E-08,2.76E-08,2.23E-08,2.15E-01
29509,C=CC(CO*)NCCCCCOC(=O)*,1.48E+00,4.60E+02,1.40E+01,1.22E+00,1.12E-04,5.66E-08,2.85E-08,4.34E-08,1.92E-01
29510,C=C(Cl)CN(CCO*)CC(C)OC(=O)*,1.49E+00,4.80E+02,1.90E+01,1.37E+00,7.11E-05,4.66E-08,3.48E-08,3.18E-08,-2.17E-01
29511,CC(CCOC(=O)*)NC(=O)C(C)O*,1.42E+00,4.48E+02,1.70E+01,1.34E+00,6.34E-05,1.91E-08,1.52E-08,1.40E-08,9.02E-02
29512,C=CCCC(CN(C)CCOC(=O)*)O*,1.46E+00,4.60E+02,1.90E+01,1.22E+00,9.05E-05,4.66E-08,2.97E-08,2.86E-08,1.43E-01
29513,CC(OC(=O)*)C(N*)C(=O)NCC(=O)O,1.32E+00,4.63E+02,3.10E+01,1.52E+00,5.55E-05,1.61E-08,7.50E-09,7.74E-09,-2.77E-02
29514,CC(C)CNC(=O)C(NC(=O)*)C(C)(C)O*,1.50E+00,4.75E+02,3.10E+01,1.26E+00,3.71E-05,2.62E-08,1.35E-08,6.06E-09,4.23E-02
29515,CC(=O)CC(O*)C(C)NC(=O)*,1.46E+00,4.18E+02,3.10E+01,1.34E+00,4.94E-05,1.61E-08,8.66E-09,7.74E-09,1.75E-01
29516,CC(CNC(=O)C(C)(C)OC(=O)*)O*,1.39E+00,4.48E+02,1.90E+01,1.33E+00,4.06E-05,1.31E-08,5.00E-09,7.76E-09,4.02E-03
29517,CC#CCCN(CC(C)OC(=O)*)C(C)CO*,1.45E+00,4.86E+02,1.90E+01,1.22E+00,6.83E-05,6.50E-08,3.79E-08,2.52E-08,-5.73E-01
29518,CC(C)CC(N*)C(=O)NCCOC(=O)*,1.45E+00,4.61E+02,1.90E+01,1.30E+00,5.92E-05,2.44E-08,1.16E-08,1.13E-08,-1.33E-01
29519,C=CCCC(C)NC(C)(CO*)COC(=O)*,1.49E+00,4.74E+02,2.60E+01,1.21E+00,1.46E-05,2.57E-08,1.50E-08,1.76E-08,-9.79E-01
29520,COCC(C)CN(CCN*)CCOC(=O)*,1.34E+00,4.77E+02,1.90E+01,1.22E+00,8.00E-05,2.56E-08,1.99E-08,2.66E-08,2.26E-01
29521,N=C(N)CCN(CCO*)CCOC(=O)*,1.44E+00,4.62E+02,1.90E+01,1.39E+00,1.09E-04,2.38E-08,1.65E-08,1.69E-08,2.75E-01
29522,C=CCCC(C)N(CCO*)CCOC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.21E+00,6.60E-05,4.96E-08,3.38E-08,3.77E-08,-2.76E-01
29523,O=C(*)NCC(=O)NCCO*,1.39E+00,4.05E+02,1.90E+01,1.47E+00,7.06E-05,1.72E-08,1.07E-08,1.21E-08,3.84E-01
29524,CCOC(=O)C(CO*)COC(=O)*,1.37E+00,4.35E+02,2.60E+01,1.38E+00,4.09E-05,2.79E-08,1.41E-08,1.95E-08,9.30E-03
29525,C#CCCC(CNC(C)C(C)O*)OC(=O)*,1.37E+00,4.72E+02,1.90E+01,1.22E+00,5.82E-05,5.05E-08,2.79E-08,3.07E-08,-5.17E-01
29526,C=CCCCN(CCOC(=O)*)CC(C)O*,1.36E+00,4.74E+02,1.90E+01,1.19E+00,8.09E-05,6.44E-08,3.09E-08,4.33E-08,-1.52E-01
29527,CC(C)(C)OC(=O)NCC(COC(=O)*)N*,1.49E+00,4.77E+02,3.10E+01,1.32E+00,4.32E-05,1.93E-08,1.07E-08,5.62E-09,-2.11E-01
29528,C=CCCC(CO*)NCC(CC)OC(=O)*,1.36E+00,4.74E+02,1.90E+01,1.18E+00,8.29E-05,7.54E-08,3.55E-08,3.29E-08,-1.70E-01
29529,CC(C)C(O*)(C(=O)O)C(C)OC(=O)*,1.42E+00,4.49E+02,3.10E+01,1.35E+00,2.69E-05,2.24E-08,2.27E-08,1.06E-08,-3.24E-01
29530,CCN(CCO*)C(=O)CNC(=O)*,1.38E+00,4.33E+02,1.90E+01,1.36E+00,6.17E-05,1.80E-08,1.15E-08,9.93E-09,5.13E-02
29531,C=CC(COC(=O)*)NCCC(C)(C)O*,1.46E+00,4.60E+02,1.70E+01,1.22E+00,3.16E-05,1.89E-08,1.67E-08,2.06E-08,2.66E-01
29532,CC(C)CCC(CNCC#CCOC(=O)*)O*,1.38E+00,4.86E+02,1.60E+01,1.20E+00,4.53E-05,4.03E-08,2.25E-08,2.52E-08,-3.31E-01
29533,CCCC(OC(=O)*)C(=O)NC(C)CN*,1.45E+00,4.61E+02,1.90E+01,1.28E+00,5.98E-05,2.15E-08,1.01E-08,8.86E-09,3.21E-01
29534,CC(=O)OCNC(NCO*)NCOC(=O)*,1.49E+00,4.80E+02,1.90E+01,1.48E+00,7.93E-05,2.11E-08,1.57E-08,1.41E-08,3.38E-01
29535,CCC(=O)OCC(CO*)OC(=O)*,1.32E+00,4.35E+02,3.10E+01,1.39E+00,3.28E-05,2.58E-08,1.34E-08,1.70E-08,2.61E-02
29536,C=CC(O*)C(=O)OCCCCCOC(=O)*,1.38E+00,4.75E+02,1.40E+01,1.30E+00,5.84E-05,3.72E-08,1.88E-08,3.31E-08,-1.43E-02
29537,C=CCCCN(CCCO*)CCOC(=O)*,1.37E+00,4.74E+02,1.70E+01,1.20E+00,8.30E-05,6.08E-08,3.10E-08,3.43E-08,1.14E-01
29538,CC(CCNC(=O)CNC(=O)*)O*,1.41E+00,4.33E+02,1.70E+01,1.36E+00,6.08E-05,1.72E-08,9.23E-09,1.08E-08,2.96E-01
29539,CCOC(=O)N(CO*)COC(=O)*,1.36E+00,4.36E+02,2.60E+01,1.47E+00,3.96E-05,2.59E-08,1.34E-08,1.18E-08,2.10E-01
29540,C=C(C)COC(=O)C(C)(CO*)COC(=O)*,1.49E+00,4.75E+02,2.60E+01,1.31E+00,2.46E-05,2.62E-08,1.72E-08,1.73E-08,-4.35E-01
29541,CC(CCOC(=O)*)(CC(=O)O)O*,1.37E+00,4.35E+02,2.60E+01,1.45E+00,1.32E-05,7.73E-09,6.39E-09,6.93E-09,3.55E-01
29542,NC(=O)CC(COC(=O)*)N*,1.39E+00,4.05E+02,3.10E+01,1.51E+00,7.81E-05,1.05E-08,1.37E-08,8.89E-09,4.63E-01
29543,COCC(COC(=O)*)N*,1.36E+00,3.92E+02,3.10E+01,1.35E+00,7.17E-05,1.71E-08,1.79E-08,1.01E-08,3.88E-01
29544,CCS(=O)(=O)C(CO*)C(C)OC(=O)*,1.31E+00,4.69E+02,2.60E+01,1.45E+00,3.10E-05,1.57E-08,5.50E-09,8.36E-09,-2.87E-01
29545,C=CCN(CC=C)CC(COC(=O)*)O*,1.36E+00,4.58E+02,3.10E+01,1.23E+00,7.96E-05,5.11E-08,3.80E-08,2.45E-08,9.07E-02
29546,CN(C)CC(CN*)OC(=O)*,1.39E+00,4.05E+02,3.10E+01,1.25E+00,9.01E-05,3.49E-08,1.49E-08,1.58E-08,1.34E-01
29547,C=CCN(CC(C)O*)C(C)COC(=O)*,1.46E+00,4.60E+02,1.90E+01,1.22E+00,5.49E-05,3.90E-08,1.71E-08,2.61E-08,-2.39E-01
29548,C=CC(COC(=O)*)NCCCCCCO*,1.49E+00,4.74E+02,1.30E+01,1.20E+00,9.42E-05,4.82E-08,3.46E-08,5.33E-08,2.26E-01
29549,O=C(*)NCC(F)CO*,1.45E+00,3.80E+02,2.60E+01,1.51E+00,8.08E-05,2.47E-08,1.29E-08,1.67E-08,1.27E-01
29550,O=C(O)CC(NC(=O)*)C(=O)NCCCN*,1.36E+00,4.76E+02,1.70E+01,1.49E+00,2.76E-05,9.17E-09,7.83E-09,6.96E-09,9.54E-02
29551,CCOC(=O)C(NC(=O)*)C(CC)O*,1.43E+00,4.48E+02,3.10E+01,1.31E+00,3.09E-05,2.76E-08,1.52E-08,1.03E-08,-3.83E-01
29552,C=CC(CO*)NCC(OC(=O)*)C(C)C,1.46E+00,4.60E+02,1.90E+01,1.20E+00,3.83E-05,2.81E-08,1.37E-08,1.63E-08,-3.35E-01
29553,CCN(CCOC(=O)*)C(=O)C(C)O*,1.39E+00,4.48E+02,1.90E+01,1.33E+00,3.47E-05,1.71E-08,1.23E-08,1.30E-08,7.28E-02
29554,C=CCCC(CNC(C=C)CO*)OC(=O)*,1.37E+00,4.72E+02,1.90E+01,1.20E+00,4.91E-05,4.41E-08,1.68E-08,2.99E-08,-1.58E-01
29555,C=CC(O*)C(=O)OCCCC(C)OC(=O)*,1.45E+00,4.75E+02,1.60E+01,1.30E+00,4.06E-05,2.75E-08,2.17E-08,2.61E-08,7.87E-02
29556,CCCOCC(CNCCN*)OC(=O)*,1.43E+00,4.63E+02,1.90E+01,1.23E+00,1.18E-04,4.20E-08,2.63E-08,2.44E-08,2.28E-01
29557,CC#CCC(COC(=O)*)NC(C)C(C)O*,1.37E+00,4.72E+02,1.90E+01,1.22E+00,2.39E-05,3.67E-08,1.98E-08,2.17E-08,-2.79E-02
29558,CCCCCCCNC(CN*)CNC(=O)*,1.49E+00,4.74E+02,2.60E+01,1.18E+00,5.65E-05,2.32E-08,2.16E-08,1.30E-08,1.59E-01
29559,C=CCN(C)CC(C)(CO*)COC(=O)*,1.37E+00,4.60E+02,2.60E+01,1.21E+00,3.68E-05,2.83E-08,3.03E-08,2.38E-08,4.19E-02
29560,CC(CNCC(C)(C)NC(=O)*)O*,1.38E+00,4.33E+02,1.90E+01,1.21E+00,7.00E-05,2.85E-08,1.69E-08,1.33E-08,-1.75E-01
29561,C=CCCC(CN(C)C(C)COC(=O)*)O*,1.36E+00,4.74E+02,1.90E+01,1.19E+00,8.06E-05,5.39E-08,3.21E-08,3.97E-08,-4.47E-01
